52°05'48''N 015°32'06''E
52°08'38''N 015°38'18''E
52°13'11''N 015°53'26''E
52°13'52''N 015°58'52''E
52°11'08''N 016°01'16''E
52°09'08''N 015°57'27''E
52°04'09''N 015°41'03''E
52°03'05''N 015°34'45''E
52°05'48''N 015°32'06''E
